playlist_id,group,avg_popularity,median_popularity,track_count,avg_duration
07BEae6s3MmrhZKrVzoZoX,Genre,57.25,56.5,8,3.1245458333333334
07BEae6s3MmrhZKrVzoZoX,Mood,38.083333333333336,38.0,24,3.276145138888889
07EpurzfozwGqKa5LKPGT2,Genre,34.98795180722892,35.0,83,2.8891415662650606
07ZJHWuOvmBKS8g4QDJZ6s,Mood,55.0,52.0,61,2.277932513661202
07ZYNNM4ujzQ34iZDygCnz,Mood,34.666666666666664,31.0,24,3.8403965277777776
07niVaaFg4yf4UjXBz3RYZ,Genre,51.205882352941174,51.0,34,3.087467156862745
08q9DbgxlY1D6j8I8A0i75,Genre,68.41818181818182,74.0,55,2.950230606060606
08q9DbgxlY1D6j8I8A0i75,Mood,40.611111111111114,44.0,36,2.709976388888889
08zxphg9Ab9NvygYARB9rh,Mood,36.7,38.0,70,1.8383697619047616
098hVwvAVYKJZd5kTwm9Ra,Mood,65.33333333333333,68.0,51,4.093745098039216
09PBj1oTVKAY4OgHLprOCf,Genre,23.431818181818183,23.5,44,4.139675378787879
09eeF2PyFuynRTXtIM0mew,Mood,28.23404255319149,8.0,47,4.3017663120567375
0A1IHcqjyImN9uoHRsVtBn,Genre,42.69117647058823,46.0,68,4.192245833333334
0A4rFKelyFhTTb1JYs6opD,Mood,46.473684210526315,50.0,57,2.773804970760234
0A6423K9OBVzgksoncbU6h,Mood,70.75,70.0,32,4.5585671875000005
0AOhv1gjAuIrLfa5AxgMEZ,Mood,41.57142857142857,46.0,56,3.236564285714286
0APOhZZhaYRnTlwgIYpRyj,Genre,26.22222222222222,20.0,9,3.350575925925926
0AdK9Gf11I2t5AmsRd5hZp,Genre,29.393939393939394,29.0,99,3.5583951178451176
0AdbY5aqbGn33pkYeIPMll,Mood,63.27272727272727,65.0,66,3.3217247474747476
0AqTLwMv6ThFJTSRpOOnge,Genre,70.02439024390245,73.0,41,3.6087126016260167
0B1Nhjw4Ml3C5aDowx9JbT,Mood,35.72527472527472,39.0,91,4.067507326007326
0BP6NWUDH0BAuH6OrqEfRv,Mood,45.45,39.5,20,2.8614699999999997
0C2zyPdlkbWHrwVg9gqNdU,Genre,55.857142857142854,64.0,7,4.3345690476190475
0C2zyPdlkbWHrwVg9gqNdU,Mood,33.214285714285715,41.5,84,4.417202579365079
0CFuMybe6s77w6QQrJjW7d,Genre,36.88,36.0,100,2.6247685
0ChhPCZ6Ov8ocpOAKUrpOU,Genre,9.252525252525253,2.0,99,6.413845622895623
0D2zXWTXIKdYDnNCCxmzqa,Genre,20.54,19.5,100,5.697765
0DXoY83tBvgWkd8QH49yAI,Genre,33.73118279569893,40.0,93,3.2613247311827958
0DeyWFC5lZiWC7ks1bOR2H,Genre,60.05769230769231,62.0,52,2.8405875000000003
0DiIiLcScBTTTRgtRkwGxe,Mood,42.833333333333336,42.0,30,3.1992511111111113
0Dvp2j3uIYapXCzxPUHEfh,Genre,62.32142857142857,65.0,28,3.501697619047619
0DxreQwReZbZtsRmWZSDE9,Mood,32.25,33.0,100,2.0276245
0E5vy86Wxx06XXZ6LvgNtc,Mood,50.13,51.0,100,3.009681
0E6SNVPtwNa8z4l9ZWM3JY,Genre,51.55421686746988,50.0,83,2.285091967871486
0EIthS1NragNhXLhIgUZRv,Mood,68.0,68.0,1,1.5824333333333334
0EOVM5KIpFojSmGXINSNDg,Genre,10.989795918367347,8.0,98,4.830023639455782
0EncHaaOPWyUSvpvwFRaS2,Mood,54.77777777777778,55.0,18,1.8165157407407406
0F9p6xCoIdxeTDjDwhH3nX,Mood,56.254901960784316,57.0,51,3.867312745098039
0FKaSLxBrBM7wmDHjTV8md,Mood,34.244897959183675,36.0,49,2.9897102040816326
0FMAAt4KT6nYmLj3rwWIxo,Genre,42.917647058823526,44.0,85,3.0988068627450978
0FXVoYcT4HfkgoTjdrd65S,Mood,30.58974358974359,33.0,78,5.084619871794872
0FlrykEe7yM5XVKLSPuxuk,Mood,28.989473684210527,30.0,95,1.9699556140350876
0FnX4UjmiGm1lVPmTsH4HY,Mood,40.55434782608695,55.5,92,3.7597942028985507
0FuMOljF4OgGLUvCAVJGvw,Genre,52.5,56.5,78,4.193422008547008
0G7T9DCssUMmKHFCScwcNQ,Genre,8.734375,0.0,64,4.25596171875
0GT1yHfe9Fiv48zFHbDnOt,Genre,33.860759493670884,36.0,79,3.0304289029535867
0GWNAZ1oKr53AA0C3zK7d0,Genre,0.0,0.0,15,4.3377188888888885
0GtEetLYlsmyMiquy1KVyT,Mood,26.925,26.5,80,3.9378275
0H0Tt30gz4xccAJagGkMFZ,Genre,26.307692307692307,27.0,91,3.5169313186813187
0H89NCzMaPf6EeoR1PMF0x,Mood,42.63,42.0,100,1.3667548333333335
0HSwn1caqoTGGG3YpcE9mk,Mood,50.903614457831324,55.0,83,2.892231325301205
0HaKVB5y1oQvhvGkAlzYnQ,Mood,39.4375,40.0,96,2.457794965277778
0Hw6W81VO7lpKZDhiW9dyU,Genre,47.17777777777778,51.5,90,2.626495925925926
0I5VhwNWaKL4CaL8meZ1bj,Genre,16.7,5.0,30,3.8990805555555554
0IAG5sPikOCo5nvyKJjCYo,Genre,41.08695652173913,53.5,46,3.7584804347826086
0ILpC1DWJVbEJunsiIlhI2,Genre,40.97530864197531,45.0,81,3.5066534979423865
0IMAARr66np5iHv7jhlHmW,Genre,38.45,38.5,60,3.3809208333333336
0IQX3dYtsafLvMzNgY8ytK,Mood,24.838383838383837,0.0,99,3.8722760942760948
0Id9zLTKDm1YaY9WjVms6R,Genre,61.18478260869565,67.5,92,3.393907065217391
0IktaIecOtqKhtyeEaxC7R,Genre,10.091954022988507,0.0,87,3.5937166666666664
0J6xb7QU29hfsSNTkqqb5b,Genre,20.36082474226804,18.0,97,4.2611044673539515
0JCmbK3Mxfnn9uomLoeAkD,Genre,45.0,44.5,4,3.913454166666667
0JCmbK3Mxfnn9uomLoeAkD,Mood,24.387096774193548,19.0,31,5.556981720430108
0JTZ9k6LOpdUkMtEAK8Oer,Genre,28.819148936170212,8.5,94,3.699361879432624
0JTaSx9jkW1saMOc6t0vIk,Mood,30.666666666666668,26.0,51,2.6831735294117647
0JUi5vG0Ve1uJ3QpoAVZu4,Mood,49.875,54.0,48,3.5911454861111114
0JUvjIUw7xzAFI3xZIz7em,Mood,46.96969696969697,46.0,33,3.707178787878788
0JutGHlydL76PKjv4cf1mk,Mood,54.791666666666664,54.5,24,2.733810416666667
0KECZi1eGsREShmZoFtNqE,Mood,30.91304347826087,30.0,23,3.1900594202898547
0L33OqcgnqcdtUDhUAyfPW,Genre,44.3,49.5,10,2.47182
0L33OqcgnqcdtUDhUAyfPW,Mood,33.859154929577464,33.0,71,2.5286025821596247
0L60RDCYfA9Kv7wkZEwlvV,Mood,23.448275862068964,2.0,87,4.036598659003832
0LElxOYeru8I9yljLNQkA0,Mood,61.22950819672131,64.0,61,5.171027322404371
0LbV0GjIpOiFoURzSeeW12,Mood,57.096774193548384,60.0,31,3.736463440860215
0LczQ1KuqlwaiNVFDXFb1f,Genre,13.3625,13.0,80,4.314357291666666
0LvYmZs7u4gUEh2e1z7Yk3,Genre,54.916666666666664,57.5,48,3.7541305555555553
0M1hJhWvkXSb45bRROOSU9,Genre,46.81720430107527,57.0,93,3.33365
0M9H55KhnLXXFEuUsVM8vW,Mood,17.405405405405407,0.5,74,3.7317828828828827
0MgZyWYrWhhSZIu2dAhSGk,Mood,43.166666666666664,52.0,6,2.770061111111111
0MmJin2lNE7CAUE8UAQSnM,Mood,61.705882352941174,60.0,68,2.796311029411765
0NHDUXVEsoFMwzkrYaRHG0,Mood,51.75,52.5,4,3.0418041666666666
0NTkhY5VShZ6Be7NAUDnKu,Genre,19.87037037037037,22.0,54,3.4260472222222225
0Ncq9SR4deDvwPspVOyUNp,Genre,45.71052631578947,46.0,38,2.601324561403509
0NelZG4j2q03p1bXSt7cSa,Genre,51.02,51.0,100,2.7837821666666667
0Nhh99YVrnme0p5Ey5Mdah,Mood,26.193548387096776,31.0,93,5.893889068100358
0NnnXJtgjnzkpdT9BNRlY3,Genre,27.03125,41.5,32,4.118080729166667
0O3NMz7IEQJCLtO6tXLaq1,Genre,33.86021505376344,34.0,93,2.385594982078853
0O9MbpWBFO5NbEqFqgg6xx,Mood,36.98989898989899,36.0,99,3.9337151515151514
0OQHJy08FR1PoUGxlnomvG,Mood,33.64705882352941,27.0,17,3.8774382352941177
0OqgRoYYlWImpag03bFYnb,Genre,8.054945054945055,5.0,91,3.9495869963369965
0Ov8vQNYknCaq2vgm06ssg,Genre,22.28,23.0,100,3.6363676666666667
0PLteLOoJNWvHh7OdxugTJ,Genre,38.509803921568626,39.0,51,2.577400980392157
0PQJL9soQjOa31384LBa4J,Genre,26.675675675675677,31.5,74,3.6591731981981983
0Pk8kSKJ5vO5yIA36kzGMu,Mood,39.354838709677416,37.0,93,3.0799460573476702
0PzTB0SzhsYdmq3lvb0zgv,Genre,69.5,69.5,2,3.1359833333333333
0PzTB0SzhsYdmq3lvb0zgv,Mood,54.6551724137931,53.0,87,3.292497701149425
0Q0GQM4RvwREw6DvTODkkr,Mood,52.74390243902439,65.0,82,4.919773170731707
0QBWbz2zryS2rwI2UGt8G5,Genre,29.73469387755102,26.0,49,3.7664942176870753
0QQRGomHmkR2LgktR70frI,Mood,31.84375,36.5,64,2.9205763020833335
0QSNZXiqo4nBkhbZEHiuIK,Mood,24.845238095238095,27.0,84,3.65905873015873
0QTDYAoFyhmrZxbivHhPyO,Mood,58.48717948717949,64.0,78,3.7943839743589742
0QXFfy6gn85CnyYDYcND4z,Genre,53.609756097560975,54.0,41,2.7962
0QazEfAYf3ynrHFiFU4viM,Genre,22.917525773195877,22.0,97,3.251963573883162
0Qhr1fIZEwFsjuuATqS5PT,Genre,45.333333333333336,50.0,12,3.419763888888889
0Qhr1fIZEwFsjuuATqS5PT,Mood,39.023529411764706,39.0,85,2.9148756862745095
0QknRAZUpwPtM2dQIzAnAa,Genre,58.6,56.0,5,4.308643333333333
0QknRAZUpwPtM2dQIzAnAa,Mood,45.19565217391305,47.5,92,3.363742391304348
0Qxcw5GLq2XOAqZuMJnHPd,Genre,43.81818181818182,47.0,11,4.114695454545455
0Qxcw5GLq2XOAqZuMJnHPd,Mood,30.232876712328768,33.0,73,4.634867808219178
0R1nmluSYky2jsmPeYFdEh,Mood,49.58974358974359,50.0,39,2.4825132478632477
0RB7E0e7r7IxaA4UsBMMkj,Mood,32.44444444444444,39.0,99,6.248971212121212
0RH319xCjeU8VyTSqCF6M4,Mood,67.6056338028169,78.0,71,3.236736854460094
0RL6GrB5q1dRMD2uantkEL,Mood,57.032786885245905,63.0,61,3.068185792349727
0SRdjSDz4RsuozwHv1zhvr,Genre,57.61666666666667,67.0,60,3.2108547222222223
0SVBJmiM9O7W2wk4i3f1A0,Mood,29.98,30.0,100,3.0659285
0SfqGHEFIBqQxdGChqvP0Y,Mood,60.68571428571428,72.5,70,4.132574047619048
0Sm64Lu6z1OK8yM3Oeo4Wx,Genre,41.62686567164179,47.0,67,3.871955472636816
0T5zQaV774M826yXDlkgo3,Mood,38.04477611940298,36.0,67,2.7347788557213932
0T987bEceXcFEHJRCiwZAy,Genre,12.806451612903226,14.0,93,4.42963082437276
0TsHgCCpifeNJg3d8z3Nfv,Genre,37.370370370370374,36.0,27,3.1322475308641975
0UBaIvsaTIzDBa5MxpqG5g,Mood,62.76543209876543,66.0,81,3.587618930041152
0UJ5qDOZb1zlJJ23b54bRg,Mood,60.59,63.0,100,2.9474425
0UNjsKw5Uh6FTzjKTRkxfM,Genre,39.57142857142857,43.0,7,2.5307809523809524
0UNjsKw5Uh6FTzjKTRkxfM,Mood,20.68888888888889,21.0,45,2.7204577777777774
0UTs35IsxwhCk1qNIdfKUC,Mood,21.147058823529413,6.5,68,3.9756553921568627
0UXKVrbGu8mNna743iPOaO,Mood,60.04,64.0,25,3.782108666666667
0UvhJlc9YDtMsTIfNPftm2,Genre,29.49,29.5,100,3.837298833333333
0VX8SeXMjROIySZqVRbWR3,Genre,72.0,77.0,26,3.6174102564102566
0Vfh7Hiif45z9LdmyX1gVF,Genre,57.114285714285714,54.5,70,3.283032857142857
0Vfh7Hiif45z9LdmyX1gVF,Mood,55.535714285714285,54.0,28,3.262779761904762
0VxRrk5UXjMPRzxr5S2Sfc,Genre,39.857142857142854,39.0,7,4.36095
0Vz1zH3xrUiwoB4KeRgrJ2,Mood,19.358695652173914,12.5,92,5.701123188405797
0W0uHlTkFXFvgabZSOFIQd,Mood,60.08,64.0,50,4.171305
0WEvguGJN7UslUZN5Wpm8B,Genre,14.321428571428571,12.0,56,5.965582142857143
0WKCjcvoIWd7RDNqWGXYvl,Genre,25.75,33.5,8,2.2429145833333335
0WfodvTpIJPaWPd9GowKYz,Mood,59.983333333333334,64.5,60,4.326753888888889
0Wg90bgpZp5fJxjW7tnMAG,Genre,34.68518518518518,36.0,54,2.988993209876543
0WvTLRAGBHjTMj70Xrrby3,Genre,62.8421052631579,67.0,57,4.210346783625731
0Wxjvj6OebVXwnIVWI79Zz,Genre,25.38095238095238,28.5,84,3.3256884920634926
0Wy8l32O6Mn7qEIgqKGPaD,Genre,44.0,44.0,32,3.9737697916666668
0XKKz1RxQdavYQdQ0z7ULe,Genre,32.25,30.5,4,2.882054166666667
0XszLZdqIrit8epvbcEe61,Mood,49.54,50.0,50,1.25567
0XvBIoFUDrKfoPmnhz1fS4,Mood,30.61855670103093,38.0,97,3.010691065292096
0Y1JzZVhZh17uSFFxnqOvl,Genre,34.407407407407405,46.0,81,3.5963199588477366
0YC7t5KNrGaq7ypzyJZ15d,Genre,27.07792207792208,29.0,77,3.4469718614718614
0YeRq3OECVFIaeUvNLMisG,Mood,12.653061224489797,0.0,98,5.0212462585034014
0Ymb92FqrdSPjg7syShDjG,Mood,17.466666666666665,17.0,60,2.8428283333333337
0Yud83nAJhnPpuABp66vr3,Mood,42.3448275862069,46.5,58,2.829680172413793
0ZKWBjt7qVZM2QaDJbMtDg,Genre,24.221052631578946,22.0,95,5.3921166666666664
0ZLCB9kT8MmQWUM3jFc2mT,Genre,31.235294117647058,33.0,85,3.71457
0ZcdhVTeR3X95ExYBODghl,Genre,25.271186440677965,28.0,59,3.697714406779661
0aJeb7c05PEMiBtjWP55H2,Genre,28.6875,30.0,96,3.2068357638888885
0aOlMtSEtIcsLyF43BvUI3,Genre,20.85185185185185,22.0,27,3.705145679012346
0aSQmU0e8DLnBvp3Jy6zla,Mood,46.626506024096386,48.0,83,3.6824455823293176
0aiWVovhNf9h08lEl6YwhM,Genre,42.14705882352941,35.5,34,3.0736808823529413
0arg4vSBb7IUD5BgCkasxY,Mood,36.98989898989899,38.0,99,3.076418518518518
0avmWplfbzuYU6qM1XFGkC,Genre,7.08,2.0,100,3.9273451666666666
0b2z0L262075YoA63QF9aJ,Genre,39.979166666666664,45.0,48,5.7183600694444445
0bEuD5oKCbD8PPTqU2qSm5,Mood,37.5921052631579,39.0,76,2.263792105263158
0bRqlsCnKWUQfqmwFT5MBJ,Genre,37.72826086956522,37.0,92,3.0869929347826086
0bjc0PmRKCWSq6S3QrCmrt,Genre,19.22,0.0,100,3.3650828333333336
0bsiJpfbJiSW0738GX12Op,Mood,21.313253012048193,24.0,83,3.167910843373494
0cAGaeebKBsklVdo15q0mm,Genre,11.775280898876405,0.0,89,5.297471722846442
0cC9IXfiIQWQpFJZkrMroy,Mood,38.05102040816327,39.0,98,3.7202899659863946
0cGl1jPkjvjfwryrANAcSz,Genre,10.179487179487179,0.0,78,4.114882905982906
0cITNOLTLkDeRT0tK8jieN,Genre,38.58571428571429,36.0,70,3.064770238095238
0cK4sIrjFbvBY2LC3Ahd67,Genre,24.348314606741575,25.0,89,3.1359855805243444
0cmvlqbDvmgqyFrqhSCHCB,Mood,44.85,50.0,20,3.2780216666666666
0cyH0TxFDgCQ2gQbs6shh2,Genre,32.71,33.0,100,2.2047261666666667
0d3X2sQQb1uAnzOaWBV8Of,Mood,23.27,22.0,100,2.8920589999999997
0d8urcOiLj5tqLponGqQiG,Mood,49.083333333333336,55.5,36,3.4768916666666665
0dMexqq0XIWS3QJ74z3ZhD,Genre,34.375,26.0,72,4.287855555555556
0dkgDOgtMroUxyQokmdVJt,Mood,46.79,49.0,100,2.2603991666666667
0duzw2NIbih2FobQQ8XNdf,Genre,60.0,62.0,5,4.024543333333333
0duzw2NIbih2FobQQ8XNdf,Mood,37.02197802197802,43.0,91,4.253091391941392
0e7Lu9Npq7BW1DjaKMGbqU,Mood,37.62337662337662,41.0,77,3.576937445887446
0e7sx34wscmd6IVycYeJz5,Genre,40.891304347826086,45.5,46,4.421261594202898
0eU3ubPAnqeSMi9K3YKVpC,Mood,55.26744186046512,55.0,86,1.7535992248062013
0eVtHkM7K70H3rC41WTQn5,Mood,35.166666666666664,43.0,96,1.6491265625
0egM45XFXMakTSvBdT0ZqH,Mood,25.840579710144926,28.0,69,3.1712212560386472
0ejC0rSHL9Rrd71zn3KFPQ,Genre,46.89655172413793,44.0,29,3.0444816091954023
0erLbMzXD0U9xJUPlOeKrX,Mood,35.8,42.0,100,5.424618833333334
0erQqpBCFFYj0gDam2pnp1,Genre,51.0,51.0,1,4.782216666666667
0erQqpBCFFYj0gDam2pnp1,Mood,18.296703296703296,0.0,91,3.8574690476190474
0g8aJBA5aXvnPYuXEuJsEU,Mood,71.66666666666667,80.0,3,3.200761111111111
0gHonVmlBYAWajiEgrkeQX,Genre,38.285714285714285,40.0,7,3.6601666666666666
0gHonVmlBYAWajiEgrkeQX,Mood,31.05,33.5,40,3.12836375
0gNPv8Cy0rgFGprNMFHLfc,Genre,43.86486486486486,46.0,37,2.64696981981982
0gWno3AibwiOXMYAp5ppbP,Genre,42.75,51.5,32,4.0960140625
0gctLXL2YZVhznKiAIyyDS,Mood,28.406976744186046,44.5,86,2.127426550387597
0ggfbbkt7wGFWX7EmdAXBF,Genre,33.015625,31.0,64,4.605076822916667
0h4Cwla6c6Yy1QW7mihUsP,Genre,24.371134020618555,30.0,97,3.603574742268041
0h5s8ch9iGYD7SIHBmzXGD,Genre,23.09090909090909,25.0,44,3.7789571969696967
0hnMi0gLtW8atF8pesg1dI,Genre,50.0,63.0,53,2.0821383647798744
0hnMi0gLtW8atF8pesg1dI,Mood,48.06382978723404,52.0,47,3.1445617021276595
0i9aHsufRzr18shQIkfZLa,Mood,48.015625,49.5,64,4.297295572916666
0ibYMGDoqlqhkQenMjyYEP,Genre,40.42,41.0,100,1.7141523333333333
0iePc9dU3FtxRiLbw03r5V,Mood,40.9468085106383,41.5,94,4.28957304964539
0ipLiOQHlNOcjsHyZfM70J,Genre,54.130434782608695,57.0,46,4.115396014492753
0jcPhCASEpwqdPuCZ0njOs,Genre,28.183673469387756,29.0,98,3.123445238095238
0jpzX7WmfqLNbpxMUw77Cu,Genre,67.33333333333333,74.0,3,5.153922222222222
0jpzX7WmfqLNbpxMUw77Cu,Mood,49.58510638297872,49.5,94,4.777295921985815
0k7DBl30ZFK7xfSLa4JzQg,Mood,42.635416666666664,36.5,96,3.5648616319444444
0kGk29IoNlRbvkALyCLiq4,Mood,56.76288659793814,57.0,97,3.2330463917525774
0kRtCH9dmHHaCWCLcjVzAk,Mood,34.27777777777778,41.0,72,3.197261111111111
0khTm6lxIc2M1y54lFwHRC,Mood,23.923076923076923,24.5,52,3.8015839743589743
0kohsAl2tIESVUyy1eVonH,Genre,43.90909090909091,38.5,44,2.7741814393939395
0l02pjIfzPKwsiWcc7lB7a,Genre,40.910714285714285,46.0,56,3.518038095238095
0l0z9lLKk9lLzbP3IXHPiw,Mood,40.22641509433962,56.0,53,3.464562578616352
0l3BFjM4puQIHIKx010LVY,Mood,29.818181818181817,30.0,55,3.852560909090909
0l4Jy44o6CZvYjtis2TNxo,Genre,70.72727272727273,74.0,11,3.2582348484848485
0l9EhMC7xkyGa3rBN2SvUf,Mood,50.164556962025316,52.0,79,3.7936025316455693
0lJvzBbo3l3I6TmY9Bg74T,Mood,44.354166666666664,48.0,48,3.273254513888889
0lNvv7BT7GmFk01L4hHfLm,Mood,51.25925925925926,51.0,27,3.109314197530864
0lU86qLkSQVI991j4BUTDF,Genre,74.5,75.5,4,3.3228833333333334
0lU86qLkSQVI991j4BUTDF,Mood,65.67796610169492,73.0,59,3.3770562146892655
0lhUeIGes1IPw6N83Lyk6t,Genre,75.0,78.0,23,3.212026811594203
0lhUeIGes1IPw6N83Lyk6t,Mood,51.04545454545455,45.5,66,2.990733333333333
0liFdxM1b3rkPWHapipETU,Genre,35.81927710843374,35.0,83,3.908552008032128
0lrk0v6Zw9VN2nVJtQww04,Mood,50.145161290322584,50.0,62,3.110177688172043
0mAlULy94aE1Tc2rhCdzT7,Mood,40.294117647058826,40.0,68,2.148572794117647
0mnWqdNjnmb0AqNmXzQ0Vz,Mood,38.811764705882354,44.0,85,6.425556274509804
0n81ha8dSdYLDVc8VpCPsd,Genre,55.27272727272727,65.0,11,3.514801515151515
0n81ha8dSdYLDVc8VpCPsd,Mood,32.71951219512195,34.0,82,2.9628666666666668
0nIvhOIhzBUaceb2WevLJf,Genre,14.136363636363637,12.0,88,4.069925946969697
0nN01M4tLNHECGDoW2JoTw,Genre,43.243589743589745,44.0,78,2.644613888888889
0nnLiJRLRvFTQABIdRfiwr,Mood,52.507462686567166,52.0,67,3.422895024875622
0noW7IT5eX03ReWPWC8fiK,Genre,37.08695652173913,50.0,92,3.676338949275362
0nz3cRJG7ZdCzdWQmIPp56,Genre,36.767857142857146,49.0,56,4.570217857142857
0o3bjoxsVKw9UlP4k06dht,Mood,46.0,49.0,28,2.066067857142857
0o8S0T1ks5JBoGpdYBY81t,Mood,66.6,70.0,15,3.4591977777777774
0oFmG4abtvp7sBF4IqXBko,Mood,47.8,59.0,15,3.4341388888888886
0oLzSZvvLcNH5EK5xgPh0f,Mood,34.127272727272725,35.0,55,2.0632942424242424
0oPyDVNdgcPFAWmOYSK7O1,Mood,45.08080808080808,45.0,99,1.7653676767676767
0okKcRyYEwq8guFxzAPtlB,Genre,63.0,64.0,17,3.157997058823529
0okKcRyYEwq8guFxzAPtlB,Mood,65.88,68.0,25,3.2809866666666663
0om6kNs20DH2dbX9zTF4Qw,Mood,27.587628865979383,26.0,97,2.3503365979381443
0orDWyz3Wv1XDpO0YuiRw1,Mood,68.425,70.5,40,2.9650616666666667
0ozYWT93rko99YtZd1Mk1Y,Genre,58.96666666666667,67.0,30,3.420796111111111
0phNntHe7mw8SVyclWglTu,Genre,38.670731707317074,44.5,82,4.110246341463415
0phYdDAdKwmKVOSlo7uc8y,Mood,49.23076923076923,61.5,26,3.058497435897436
0ppnqhNFrfIRPZmfoI8jcX,Mood,41.80898876404494,41.0,89,3.004076029962547
0q1di38xTtJS21GjOtaeNb,Genre,78.0,78.0,1,3.5416666666666665
0q1di38xTtJS21GjOtaeNb,Mood,72.375,76.5,16,3.6234677083333335
0q8Wqgehi4uHU16ywKiGdM,Mood,0.0,0.0,1,2.73355
0qYAqOsMGJPntjVEKV5WOF,Genre,35.40298507462686,45.0,67,3.469234577114428
0qclfp9pFJOebSs4Fpep9M,Genre,8.196969696969697,0.0,66,5.422388131313131
0qg6KzBLO7rL48c0QfNpLZ,Mood,39.370370370370374,41.0,27,2.564616049382716
0qhGMHfC3VLOtVHJbIxkdI,Mood,54.2,56.0,5,2.7193899999999998
0qjJrxaFlKqU5sWAKEar2W,Genre,23.083333333333332,30.0,48,3.9761239583333334
0qrllzVBGKkNTY6cOM4Gfn,Genre,12.588235294117647,13.0,68,3.170693137254902
0qsr6zXWxVt6K3mZeuPFQm,Mood,14.338235294117647,8.0,68,4.084047303921569
0rKuCwKZzFUJ46dKXt59Nu,Genre,17.288888888888888,0.0,90,3.4638129629629626
0rPs2MGwz1xT5MtNiLBP69,Genre,19.04255319148936,25.5,94,3.2169072695035457
0rewnuCXWsIYA7FDyH4lWE,Genre,18.96511627906977,19.0,86,4.544495348837209
0ruh3Ry3vc78QrQwMl07XN,Mood,11.95,0.0,20,4.507045833333334
0s8tfHVdQa8duFMev3ZlgD,Genre,14.606060606060606,0.0,99,3.7979279461279463
0sSWYSlbP6fE63uWW1JZ6J,Mood,58.68181818181818,61.5,44,3.4018098484848482
